lead_id,email_sequence_step,subject_line,sent_at,opened,clicked,replied
3977,5,Johns Group - Improving project delivery with CloudFlow,2025-03-07 01:20:06.745207,0,0,0
3977,6,Johns Group - Improving project delivery with CloudFlow,2025-02-17 01:44:44.745207,1,0,0
3977,7,Johns Group - Improving project delivery with CloudFlow,2025-03-12 03:31:42.745207,0,0,0
435,1,"Nielsen, Murphy and Spencer - Improving project delivery with CloudFlow",2025-03-12 23:28:28.745207,0,0,0
435,2,"Nielsen, Murphy and Spencer - Improving project delivery with CloudFlow",2025-02-15 03:34:30.745207,0,0,0
435,3,"Nielsen, Murphy and Spencer - Improving project delivery with CloudFlow",2025-04-05 05:29:24.745207,0,0,0
435,4,"Nielsen, Murphy and Spencer - Improving project delivery with CloudFlow",2025-02-27 09:01:39.745207,0,0,0
3695,1,Miller-May - Improving project delivery with CloudFlow,2025-02-15 13:37:29.745207,0,0,0
3102,1,Garcia-Hicks - Improving project delivery with CloudFlow,2025-02-22 07:27:53.745207,0,0,0
3102,2,Garcia-Hicks - Improving project delivery with CloudFlow,2025-03-03 01:11:25.745207,0,0,0
3102,3,Garcia-Hicks - Improving project delivery with CloudFlow,2025-03-14 17:53:54.745207,0,0,0
3102,4,Garcia-Hicks - Improving project delivery with CloudFlow,2025-02-23 20:11:16.745207,0,0,0
3102,5,Garcia-Hicks - Improving project delivery with CloudFlow,2025-02-15 02:30:39.745207,0,0,0
3888,1,Torres LLC - Improving project delivery with CloudFlow,2025-04-08 00:45:41.745207,0,0,0
3888,2,Torres LLC - Improving project delivery with CloudFlow,2025-03-31 16:43:32.745207,1,0,0
2550,1,"Kelly, Cruz and Crawford - Improving project delivery with CloudFlow",2025-04-11 02:13:38.745207,0,0,0
2550,2,"Kelly, Cruz and Crawford - Improving project delivery with CloudFlow",2025-03-27 15:05:16.745207,0,0,0
2550,3,"Kelly, Cruz and Crawford - Improving project delivery with CloudFlow",2025-02-20 10:51:10.745207,0,0,0
2550,4,"Kelly, Cruz and Crawford - Improving project delivery with CloudFlow",2025-04-10 14:07:46.745207,0,0,0
1130,1,Young-Gentry - Improving project delivery with CloudFlow,2025-02-21 11:27:39.745207,0,0,0
1130,2,Young-Gentry - Improving project delivery with CloudFlow,2025-03-15 08:34:59.745207,1,0,0
1130,3,Young-Gentry - Improving project delivery with CloudFlow,2025-04-03 03:33:02.745207,0,0,0
1130,4,Young-Gentry - Improving project delivery with CloudFlow,2025-04-05 15:25:18.745207,0,0,0
1130,5,Young-Gentry - Improving project delivery with CloudFlow,2025-04-03 21:26:59.745207,0,0,0
1130,6,Young-Gentry - Improving project delivery with CloudFlow,2025-03-30 07:34:14.745207,0,0,0
1130,7,Young-Gentry - Improving project delivery with CloudFlow,2025-04-13 16:23:59.745207,1,0,0
1130,8,Young-Gentry - Improving project delivery with CloudFlow,2025-02-27 03:56:11.745207,0,0,0
1130,9,Young-Gentry - Improving project delivery with CloudFlow,2025-02-19 12:42:10.745207,0,0,0
4422,1,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-03-05 20:50:29.745207,0,0,0
4422,2,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-03-20 19:20:00.745207,0,0,0
4422,3,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-03-03 08:19:52.745207,1,0,0
4422,4,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-03-27 08:11:13.745207,0,0,0
4422,5,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-04-11 10:19:57.745207,0,0,0
4422,6,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-04-03 09:34:18.745207,0,0,0
4422,7,"Lee, Acevedo and Santos - Improving project delivery with CloudFlow",2025-04-15 10:49:48.745207,0,0,0
2670,1,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-04-10 11:37:18.745207,0,0,0
2670,2,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-02-15 18:41:52.745207,0,0,0
2670,3,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-02-25 22:09:21.745207,0,0,0
2670,4,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-04-12 21:18:01.745207,0,0,0
2670,5,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-02-24 21:27:54.745207,0,0,0
2670,6,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-02-26 14:05:47.745207,1,0,0
2670,7,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-02-16 02:23:28.745207,0,0,0
2670,8,"Wheeler, Schneider and Gilbert - Improving project delivery with CloudFlow",2025-04-09 20:42:05.745207,0,0,0
4971,1,Gilbert Ltd - Improving project delivery with CloudFlow,2025-02-22 19:30:23.745207,0,0,0
4971,2,Gilbert Ltd - Improving project delivery with CloudFlow,2025-04-10 23:48:14.745207,0,0,0
3319,1,Randall Group - Improving project delivery with CloudFlow,2025-03-25 11:53:26.745207,0,0,0
1035,1,"Ramsey, Oconnor and Yang - Improving project delivery with CloudFlow",2025-03-25 04:42:25.745207,1,0,0
1674,1,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-02-20 06:05:24.745207,0,0,0
1674,2,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-02-18 13:26:15.745207,0,0,0
1674,3,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-03-18 21:04:48.745207,0,0,0
1674,4,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-03-20 07:10:06.745207,0,0,0
1674,5,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-04-11 01:21:51.745207,0,0,0
1674,6,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-04-09 00:09:54.745207,0,0,0
1674,7,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-04-06 08:06:06.745207,1,0,0
1674,8,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-03-31 20:19:59.745207,0,0,0
1674,9,"Boyle, Morgan and Campbell - Improving project delivery with CloudFlow",2025-04-12 09:57:05.745207,1,0,0
4849,1,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-04-14 21:26:36.745207,0,0,0
4849,2,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-02-17 00:42:23.745207,0,0,0
4849,3,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-03-27 18:24:38.745207,0,0,0
4849,4,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-03-10 21:02:49.745207,0,0,0
4849,5,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-03-23 10:54:55.745207,0,0,0
4849,6,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-04-08 12:55:26.745207,1,0,0
4849,7,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-04-10 11:12:31.745207,0,0,0
4849,8,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-03-10 21:26:41.745207,0,0,0
4849,9,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-04-16 03:32:57.745207,0,0,0
4849,10,"Garcia, Fields and Zamora - Improving project delivery with CloudFlow",2025-03-29 23:34:01.745207,0,0,0
2231,1,Simmons-Howell - Improving project delivery with CloudFlow,2025-04-07 05:50:09.745207,1,0,0
2231,2,Simmons-Howell - Improving project delivery with CloudFlow,2025-02-21 23:05:09.745207,0,0,0
2231,3,Simmons-Howell - Improving project delivery with CloudFlow,2025-03-05 02:44:45.745207,0,0,0
2231,4,Simmons-Howell - Improving project delivery with CloudFlow,2025-03-17 14:31:10.745207,0,0,0
2231,5,Simmons-Howell - Improving project delivery with CloudFlow,2025-02-23 03:41:40.745207,1,0,0
2231,6,Simmons-Howell - Improving project delivery with CloudFlow,2025-03-04 02:11:13.745207,0,0,0
2231,7,Simmons-Howell - Improving project delivery with CloudFlow,2025-03-06 01:48:21.745207,0,0,0
2231,8,Simmons-Howell - Improving project delivery with CloudFlow,2025-03-02 21:14:36.745207,0,0,0
2231,9,Simmons-Howell - Improving project delivery with CloudFlow,2025-03-27 06:18:51.745207,0,0,0
2877,1,Martinez-Mendoza - Improving project delivery with CloudFlow,2025-03-29 06:43:30.745207,0,0,0
2877,2,Martinez-Mendoza - Improving project delivery with CloudFlow,2025-03-21 19:15:39.745207,0,0,0
2877,3,Martinez-Mendoza - Improving project delivery with CloudFlow,2025-03-26 07:46:01.745207,0,0,0
2877,4,Martinez-Mendoza - Improving project delivery with CloudFlow,2025-04-04 15:13:10.745207,1,0,0
2877,5,Martinez-Mendoza - Improving project delivery with CloudFlow,2025-02-21 08:58:00.745207,1,0,0
2877,6,Martinez-Mendoza - Improving project delivery with CloudFlow,2025-03-15 10:00:52.745207,0,0,0
4430,1,Washington Group - Improving project delivery with CloudFlow,2025-03-12 05:41:54.745207,1,0,0
4430,2,Washington Group - Improving project delivery with CloudFlow,2025-03-25 08:46:03.745207,1,0,0
4430,3,Washington Group - Improving project delivery with CloudFlow,2025-03-01 10:39:28.745207,1,0,0
533,1,Snow-Salinas - Improving project delivery with CloudFlow,2025-02-18 03:32:07.745207,0,0,0
533,2,Snow-Salinas - Improving project delivery with CloudFlow,2025-03-20 20:40:42.745207,0,0,0
533,3,Snow-Salinas - Improving project delivery with CloudFlow,2025-04-04 09:14:01.745207,0,0,0
533,4,Snow-Salinas - Improving project delivery with CloudFlow,2025-03-03 03:50:40.745207,0,0,0
3735,1,Smith-Mendoza - Improving project delivery with CloudFlow,2025-03-15 00:50:06.745207,1,0,0
3735,2,Smith-Mendoza - Improving project delivery with CloudFlow,2025-03-23 12:27:37.745207,0,0,0
3735,3,Smith-Mendoza - Improving project delivery with CloudFlow,2025-03-19 23:05:44.745207,1,0,0
3480,1,Smith-Riley - Improving project delivery with CloudFlow,2025-02-28 06:16:56.745207,0,0,0
3480,2,Smith-Riley - Improving project delivery with CloudFlow,2025-02-23 12:10:07.745207,0,0,0
3480,3,Smith-Riley - Improving project delivery with CloudFlow,2025-02-26 00:21:11.745207,1,0,0
3480,4,Smith-Riley - Improving project delivery with CloudFlow,2025-03-17 14:18:11.745207,0,0,0
3480,5,Smith-Riley - Improving project delivery with CloudFlow,2025-04-13 20:00:13.745207,0,0,0
3480,6,Smith-Riley - Improving project delivery with CloudFlow,2025-03-24 19:24:45.745207,0,0,0
3480,7,Smith-Riley - Improving project delivery with CloudFlow,2025-04-03 11:42:25.745207,0,0,0
3480,8,Smith-Riley - Improving project delivery with CloudFlow,2025-04-05 19:09:47.745207,0,0,0
3480,9,Smith-Riley - Improving project delivery with CloudFlow,2025-03-08 07:33:59.745207,0,0,0
3480,10,Smith-Riley - Improving project delivery with CloudFlow,2025-04-01 13:43:48.745207,0,0,0
1980,1,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-02-21 15:55:46.745207,0,0,0
1980,2,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-02-20 03:48:00.745207,0,0,0
1980,3,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-03-01 10:13:04.745207,0,0,0
1980,4,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-03-01 11:57:47.745207,0,0,0
1980,5,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-04-16 02:00:51.745207,1,0,0
1980,6,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-04-11 20:37:25.745207,1,0,0
1980,7,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-03-27 09:07:14.745207,0,0,0
1980,8,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-04-03 06:04:40.745207,0,0,0
1980,9,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-04-01 12:48:56.745207,0,0,0
1980,10,"Wood, Harris and Young - Improving project delivery with CloudFlow",2025-03-10 14:26:15.745207,1,0,0
1050,1,Collins-Hoffman - Improving project delivery with CloudFlow,2025-02-22 14:31:43.745207,0,0,0
1050,2,Collins-Hoffman - Improving project delivery with CloudFlow,2025-04-13 16:28:58.745207,0,0,0
1050,3,Collins-Hoffman - Improving project delivery with CloudFlow,2025-04-08 18:40:34.745207,0,0,0
1050,4,Collins-Hoffman - Improving project delivery with CloudFlow,2025-03-08 00:18:57.745207,0,0,0
1050,5,Collins-Hoffman - Improving project delivery with CloudFlow,2025-04-05 09:37:32.745207,0,0,0
1050,6,Collins-Hoffman - Improving project delivery with CloudFlow,2025-04-16 20:48:03.745207,0,0,0
1050,7,Collins-Hoffman - Improving project delivery with CloudFlow,2025-03-05 09:23:53.745207,0,0,0
1050,8,Collins-Hoffman - Improving project delivery with CloudFlow,2025-02-19 02:10:06.745207,1,0,0
1050,9,Collins-Hoffman - Improving project delivery with CloudFlow,2025-04-04 21:18:11.745207,0,0,0
1050,10,Collins-Hoffman - Improving project delivery with CloudFlow,2025-03-27 06:44:15.745207,0,0,0
1364,1,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-02-25 07:44:01.745207,0,0,0
1364,2,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-02-16 07:26:42.745207,0,0,0
1364,3,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-04-08 06:08:29.745207,0,0,0
1364,4,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-04-14 02:52:18.745207,0,0,0
1364,5,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-03-28 02:13:08.745207,0,0,0
1364,6,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-03-01 09:13:20.745207,0,0,0
1364,7,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-04-13 02:24:31.745207,0,0,0
1364,8,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-03-11 19:52:42.745207,0,0,0
1364,9,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-03-08 11:12:26.745207,0,0,0
1364,10,"Phillips, Sosa and Nelson - Improving project delivery with CloudFlow",2025-04-07 21:51:45.745207,0,0,0
1788,1,"Jones, Jones and Gates - Improving project delivery with CloudFlow",2025-02-22 08:32:53.745207,0,0,0
1788,2,"Jones, Jones and Gates - Improving project delivery with CloudFlow",2025-03-19 06:40:14.745207,0,0,0
3723,1,"Mcmahon, Short and Jimenez - Improving project delivery with CloudFlow",2025-03-17 18:58:28.745207,0,0,0
3723,2,"Mcmahon, Short and Jimenez - Improving project delivery with CloudFlow",2025-03-29 08:53:31.745207,0,0,0
3723,3,"Mcmahon, Short and Jimenez - Improving project delivery with CloudFlow",2025-04-10 20:31:32.745207,0,0,0
3723,4,"Mcmahon, Short and Jimenez - Improving project delivery with CloudFlow",2025-04-16 11:23:57.745207,0,0,0
3723,5,"Mcmahon, Short and Jimenez - Improving project delivery with CloudFlow",2025-03-07 17:41:46.745207,0,0,0
916,1,"Oneal, Hughes and Dalton - Improving project delivery with CloudFlow",2025-03-14 11:36:37.745207,1,0,0
916,2,"Oneal, Hughes and Dalton - Improving project delivery with CloudFlow",2025-03-02 18:07:41.745207,0,0,0
916,3,"Oneal, Hughes and Dalton - Improving project delivery with CloudFlow",2025-04-07 19:51:53.745207,0,0,0
916,4,"Oneal, Hughes and Dalton - Improving project delivery with CloudFlow",2025-04-01 11:51:48.745207,1,0,0
916,5,"Oneal, Hughes and Dalton - Improving project delivery with CloudFlow",2025-03-19 08:43:22.745207,0,0,0
531,1,Vasquez-James - Improving project delivery with CloudFlow,2025-03-30 17:40:48.745207,0,0,0
531,2,Vasquez-James - Improving project delivery with CloudFlow,2025-03-12 20:52:52.745207,0,0,0
531,3,Vasquez-James - Improving project delivery with CloudFlow,2025-04-16 05:39:47.745207,0,0,0
531,4,Vasquez-James - Improving project delivery with CloudFlow,2025-04-10 16:22:21.745207,0,0,0
2256,1,Wade-Kelly - Improving project delivery with CloudFlow,2025-04-03 11:38:40.745207,0,0,0
293,1,Taylor Inc - Improving project delivery with CloudFlow,2025-04-17 07:17:33.745207,0,0,0
293,2,Taylor Inc - Improving project delivery with CloudFlow,2025-02-20 12:23:19.745207,0,0,0
293,3,Taylor Inc - Improving project delivery with CloudFlow,2025-04-06 23:31:47.745207,1,0,0
293,4,Taylor Inc - Improving project delivery with CloudFlow,2025-03-05 09:32:23.745207,0,0,0
2744,1,"Butler, Richmond and Edwards - Improving project delivery with CloudFlow",2025-04-04 20:07:58.745207,1,0,0
2744,2,"Butler, Richmond and Edwards - Improving project delivery with CloudFlow",2025-02-23 07:25:48.745207,0,0,0
3367,1,"Nelson, Cole and Cohen - Improving project delivery with CloudFlow",2025-03-13 20:29:09.745207,1,0,0
3367,2,"Nelson, Cole and Cohen - Improving project delivery with CloudFlow",2025-03-31 04:52:38.745207,0,0,0
2084,1,"Hughes, Sparks and Thompson - Improving project delivery with CloudFlow",2025-03-06 07:38:02.745207,1,0,0
2084,2,"Hughes, Sparks and Thompson - Improving project delivery with CloudFlow",2025-03-12 03:38:48.745207,1,0,0
2084,3,"Hughes, Sparks and Thompson - Improving project delivery with CloudFlow",2025-04-09 05:38:58.745207,0,0,0
2084,4,"Hughes, Sparks and Thompson - Improving project delivery with CloudFlow",2025-03-16 14:49:48.745207,0,0,0
2084,5,"Hughes, Sparks and Thompson - Improving project delivery with CloudFlow",2025-03-18 02:44:48.745207,0,0,0
2084,6,"Hughes, Sparks and Thompson - Improving project delivery with CloudFlow",2025-03-31 16:47:09.745207,0,0,0
3431,1,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-02-28 00:42:15.745207,1,0,0
3431,2,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-03-09 01:40:51.745207,1,0,0
3431,3,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-02-25 03:31:07.745207,0,0,0
3431,4,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-03-30 14:24:43.745207,1,0,0
3431,5,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-03-21 08:12:50.745207,0,0,0
3431,6,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-03-07 04:21:08.745207,0,0,0
3431,7,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-03-02 22:47:22.745207,0,0,0
3431,8,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-04-02 18:32:57.745207,0,0,0
3431,9,"Doyle, Boyd and Armstrong - Improving project delivery with CloudFlow",2025-03-26 11:00:18.745207,0,0,0
4848,1,Sharp-Griffin - Improving project delivery with CloudFlow,2025-04-12 13:19:18.745207,0,0,0
4848,2,Sharp-Griffin - Improving project delivery with CloudFlow,2025-02-26 07:23:54.745207,0,0,0
4848,3,Sharp-Griffin - Improving project delivery with CloudFlow,2025-04-11 13:05:56.745207,0,0,0
4848,4,Sharp-Griffin - Improving project delivery with CloudFlow,2025-02-18 11:07:30.745207,0,0,0
4848,5,Sharp-Griffin - Improving project delivery with CloudFlow,2025-04-14 08:45:15.745207,1,0,0
4223,1,Price Ltd - Improving project delivery with CloudFlow,2025-04-02 18:48:41.745207,0,0,0
4223,2,Price Ltd - Improving project delivery with CloudFlow,2025-03-22 02:19:17.745207,0,0,0
4223,3,Price Ltd - Improving project delivery with CloudFlow,2025-03-14 22:18:27.745207,0,0,0
4223,4,Price Ltd - Improving project delivery with CloudFlow,2025-03-09 03:25:24.745207,1,0,0
4223,5,Price Ltd - Improving project delivery with CloudFlow,2025-04-19 05:27:57.745207,1,0,0
2698,1,"Rodriguez, Baker and Jimenez - Improving project delivery with CloudFlow",2025-04-19 06:05:42.745207,0,0,0
2698,2,"Rodriguez, Baker and Jimenez - Improving project delivery with CloudFlow",2025-04-16 23:09:55.745207,0,0,0
2698,3,"Rodriguez, Baker and Jimenez - Improving project delivery with CloudFlow",2025-03-07 07:16:54.745207,0,0,0
2698,4,"Rodriguez, Baker and Jimenez - Improving project delivery with CloudFlow",2025-04-16 19:24:57.745207,1,0,0
2698,5,"Rodriguez, Baker and Jimenez - Improving project delivery with CloudFlow",2025-03-30 08:55:59.745207,0,0,0
2698,6,"Rodriguez, Baker and Jimenez - Improving project delivery with CloudFlow",2025-02-23 14:56:58.745207,1,0,0
2833,1,"Buchanan, Barker and Ruiz - Improving project delivery with CloudFlow",2025-03-11 22:48:57.745207,0,0,0
2833,2,"Buchanan, Barker and Ruiz - Improving project delivery with CloudFlow",2025-03-23 14:22:32.745207,0,0,0
4791,1,Allen-Kline - Improving project delivery with CloudFlow,2025-03-07 16:01:56.745207,0,0,0
4791,2,Allen-Kline - Improving project delivery with CloudFlow,2025-04-17 09:49:07.745207,0,0,0
4791,3,Allen-Kline - Improving project delivery with CloudFlow,2025-02-26 18:32:09.745207,0,0,0
4791,4,Allen-Kline - Improving project delivery with CloudFlow,2025-04-18 23:40:45.745207,0,0,0
4716,1,Hunter-Jennings - Improving project delivery with CloudFlow,2025-03-29 19:05:28.745207,0,0,0
4716,2,Hunter-Jennings - Improving project delivery with CloudFlow,2025-02-27 10:37:12.745207,0,0,0
4815,1,"Lutz, Pace and Jackson - Improving project delivery with CloudFlow",2025-03-04 21:42:14.745207,1,0,0
4815,2,"Lutz, Pace and Jackson - Improving project delivery with CloudFlow",2025-02-20 04:48:19.745207,0,0,0
4815,3,"Lutz, Pace and Jackson - Improving project delivery with CloudFlow",2025-02-18 23:48:30.745207,0,0,0
4815,4,"Lutz, Pace and Jackson - Improving project delivery with CloudFlow",2025-03-28 19:41:34.745207,0,0,0
4815,5,"Lutz, Pace and Jackson - Improving project delivery with CloudFlow",2025-03-30 09:58:13.745207,0,0,0
4815,6,"Lutz, Pace and Jackson - Improving project delivery with CloudFlow",2025-03-21 11:46:53.745207,0,0,0
603,1,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-04-04 04:13:01.745207,0,0,0
603,2,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-03-08 15:43:00.745207,0,0,0
603,3,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-04-03 08:00:22.745207,0,0,0
603,4,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-02-25 16:33:45.745207,1,0,0
603,5,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-03-07 15:42:54.745207,1,0,0
603,6,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-04-15 03:18:55.745207,0,0,0
603,7,"Gray, White and Gibson - Improving project delivery with CloudFlow",2025-02-19 11:36:56.745207,0,0,0
1453,1,"Barnett, Sanders and Bowman - Improving project delivery with CloudFlow",2025-04-17 01:22:14.745207,0,0,0
1453,2,"Barnett, Sanders and Bowman - Improving project delivery with CloudFlow",2025-03-19 01:06:47.745207,0,0,0
